"Name","Disabled","DisabledCN","LegacyExpLevelLimit","RequiredTotalTrophies","RequiredHero","IconSWF","IconExportName","SortOrder","IsReward","IsAvailableForOffers","LockedForChronos","PriceBling","PriceGems","DisableCatalogRelease","HideInCatalogWhenNotOwned","CatalogNewDaysAdjustment","CatalogPreRequirementSkin","GiveOnSkinUnlock","NotInCatalogTID","ExtraCatalogCampaign","ExtraCatalogHero","HideFromCatalogMainCategory","UnlockedByFame"
"player_icon_biodome",,,0,0,,"sc/player_icons.sc","player_icon_biodome",3047,,,,750,19,,,,,,,"BIODOME",,,
"player_icon_womenday",,,0,0,,"sc/player_icons.sc","player_icon_womenday",3048,,,,750,19,,,,,,,"MISC",,,
"player_icon_starr",,,0,0,,"sc/player_icons.sc","player_icon_starr",3049,,,,750,19,,,,,,,"STARRPARK",,,
"player_icon_gray1",,,0,0,,"sc/player_icons.sc","player_icon_gray1",2038,,,,,,,,,,,,,,,
"player_icon_buzz1",,,0,0,,"sc/player_icons.sc","player_icon_buzz1",2052,,,,,,,,,,,,,,,
"player_icon_ash1",,,0,0,,"sc/player_icons.sc","player_icon_ash1",2053,,,,,,,,,,,,,,,
"player_icon_fang1",,,0,0,,"sc/player_icons.sc","player_icon_fang1",2054,,,,,,,,,,,,,,,
"player_icon_gus1",,,0,0,,"sc/player_icons.sc","player_icon_gus1",2055,,,,,,,,,,,,,,,
"player_icon_willow1",,,0,0,,"sc/player_icons.sc","player_icon_willow1",2056,,,,,,,,,,,,,,,
"player_icon_rt1",,,0,0,,"sc/player_icons.sc","player_icon_rt1",2057,,,,,,,,,,,,,,,
"player_icon_chester1",,,0,0,,"sc/player_icons.sc","player_icon_chester1",2058,,,,,,,,,,,,,,,
"player_icon_eve1",,,0,0,,"sc/player_icons.sc","player_icon_eve1",2059,,,,,,,,,,,,,,,
"player_icon_lola1",,,0,0,,"sc/player_icons.sc","player_icon_lola1",2060,,,,,,,,,,,,,,,
"player_icon_sam1",,,0,0,,"sc/player_icons.sc","player_icon_sam1",2061,,,,,,,,,,,,,,,
"player_icon_lou1",,,0,0,,"sc/player_icons.sc","player_icon_lou1",2062,,,,,,,,,,,,,,,
"player_icon_easter2023",,,0,0,,"sc/player_icons.sc","player_icon_easter2023",3050,,,,750,19,,,,,,,"BUNNY_BRIGADE",,,
"player_icon_buster1",,,0,0,,"sc/player_icons.sc","player_icon_buster1",2063,,,,,,,,,,,,,,,
"player_icon_mandy1",,,0,0,,"sc/player_icons.sc","player_icon_mandy1",2064,,,,,,,,,,,,,,,
"hero65",,,0,0,"Splitter","sc/player_icons.sc","player_icon_artie",717,,,,,,,,,,,,,,,
"hero66",,,0,0,"Puppeteer","sc/player_icons.sc","player_icon_willow",510,,,,,,,,,,,,,,,
"player_icon_bunny_brigade",,,0,0,,"sc/player_icons.sc","player_icon_bunny_brigade",3051,,,,750,19,,,,,,,"BUNNY_BRIGADE",,,
"player_icon_jungle",,,0,0,,"sc/player_icons.sc","player_icon_jungle",3052,,,,750,19,,,,,,,"JUNGLE",,,
"player_icon_olympus",,,0,0,,"sc/player_icons.sc","player_icon_olympus",3053,,,,750,19,,,,,,,"OLYMPUS",,,
"player_icon_gw1",,,0,0,,"sc/player_icons.sc","player_icon_gw1",3054,,,,750,19,,,,,,,"GOLDENWEEK",,,
"player_icon_gw2",,,0,0,,"sc/player_icons.sc","player_icon_gw2",3055,,,,750,19,,,,,,,"GOLDENWEEK",,,
"player_icon_gw3",,,0,0,,"sc/player_icons.sc","player_icon_gw3",3056,,,,750,19,,,,,,,,,,
"player_icon_bp_jungle",,,0,0,,"sc/player_icons.sc","player_icon_bp_jungle",3057,,,,,,,,,,,,,,,
"player_icon_colt_jungle",,,0,0,,"sc/player_icons.sc","player_icon_colt_jungle",3058,,,,,,,,,"GunslingerMonkey",true,,,,,
"player_icon_amazon_frog",,,0,0,,"sc/player_icons.sc","player_icon_amazon_frog",3059,,,,750,19,,,,,,,"JUNGLE",,,
"player_icon_maisie1",,,0,0,,"sc/player_icons.sc","player_icon_maisie1",2065,,,,,,,,,,,,,,,
"player_icon_lilt1",,,0,0,,"sc/player_icons.sc","player_icon_lilt1",2065,,,,,,,,,,,,,,,
"rank27",,,0,0,,"sc/player_icons.sc","player_icon_meg_jungle",1026,,,,,,,,,"MechaDudeJaguar",true,,,,,
"player_icon_buster_jungle",,,0,0,,"sc/player_icons.sc","player_icon_buster_jungle",3060,,,,,,,,,"ShieldTankCroc",true,,,,,
"player_icon_max_jungle",,,0,0,,"sc/player_icons.sc","player_icon_max_jungle",3061,,,,750,19,,,,"SpeedyLeopard",,,,,,
"player_icon_tick_olympus",,,0,0,,"sc/player_icons.sc","player_icon_tick_olympus",3062,,,,,,,,,"ClusterBombDudeCerberus",true,,,,,
"player_icon_brock_olympus",,,0,0,,"sc/player_icons.sc","player_icon_brock_olympus",3063,,,,,,,,,"RocketGirlZeus",true,,,,,
"player_icon_nani_olympus",,,0,0,,"sc/player_icons.sc","player_icon_nani_olympus",3064,,,,,,,,,"ControllerAres",true,,,,,
"player_icon_emz_gw",,,0,0,,"sc/player_icons.sc","player_icon_emz_gw",3065,,,,750,19,,,,"MummyHarajuku",,,,,,
"hero67",,,0,0,"Maisie","sc/player_icons.sc","player_icon_maisie",718,,,,,,,,,,,,,,,
"hero68",,,0,0,"FishTank","sc/player_icons.sc","player_icon_fishtank",411,,,,,,,,,,,,,,,
"player_icon_goldenkawaii",,,0,0,,"sc/player_icons.sc","player_icon_goldenkawaii",3066,,,,750,19,,,,,,,"GOLDENWEEK",,,
"player_icon_anniversary_china1",,,0,0,,"sc/player_icons.sc","player_icon_anniversary_china1",3067,,,,,,true,,,,,,,,,
"player_icon_anniversary_china2",,,0,0,,"sc/player_icons.sc","player_icon_anniversary_china2",3068,,,,,,true,,,,,,,,,
"player_icon_anniversary_china3",,,0,0,,"sc/player_icons.sc","player_icon_anniversary_china3",3069,,,,,,true,,,,,,,,,
"player_icon_bp_enchanted",,,0,0,,"sc/player_icons.sc","player_icon_bp_enchanted",3070,,,,,,,,,,,,,,,
"player_icon_crow_phoenix",,,0,0,,"sc/player_icons.sc","player_icon_crow_phoenix",3071,,,,,,,,,"CrowPheonix",true,,,,,
"player_icon_phoenix_fire",,,0,0,,"sc/player_icons.sc","player_icon_phoenix_fire",3072,,,,750,19,,,,,,,"PHOENIX",,,
"player_icon_enchanted",,,0,0,,"sc/player_icons.sc","player_icon_enchanted",3073,,,,750,19,,,,,,,"ENCHANTED",,,
"player_icon_velocirapids",,,0,0,,"sc/player_icons.sc","player_icon_velocirapids",3074,,,,750,19,,,,,,,"SUMMER",,,
"player_icon_cursed",,,0,0,,"sc/player_icons.sc","player_icon_cursed",3075,,,,750,19,,,,,,,"CURSED",,,
"player_icon_goldball",,,0,0,,"sc/player_icons.sc","player_icon_goldball",3076,,,,750,19,,,,,,,"GOLDENBALL",,,
"player_icon_meg_cursed",,,0,0,,"sc/player_icons.sc","player_icon_meg_cursed",3077,,,,,,,,,"MechaDudePirate",true,,,,,
"player_icon_griff_cursed",,,0,0,,"sc/player_icons.sc","player_icon_griff_cursed",3078,,,,,,,,,"AssaultShotgunTreasure",true,,,,,
"player_icon_bibi_cursed",,,0,0,,"sc/player_icons.sc","player_icon_bibi_cursed",3079,,,,,,,,,"BaseballPirate",true,,,,,
"player_icon_janet_enchanted",,,0,0,,"sc/player_icons.sc","player_icon_janet_enchanted",3080,,,,,,,,,"JetpackGirlDarkFairy",true,,,,,
"player_icon_surge_cursed",,,0,0,,"sc/player_icons.sc","player_icon_surge_cursed",3081,,,,,,,,,"PowerLevelerKraken",true,,,,,
"player_icon_8bit_enchanted",,,0,0,,"sc/player_icons.sc","player_icon_8bit_enchanted",3082,,,,,,,,,"ArcadeHauntedHouse",true,,,,,
"rank28",,,0,0,,"sc/player_icons.sc","player_icon_lou_enchanted",1027,,,,,,,,,"IceDudeStonetroll",true,,,,,
"player_icon_chester_enchanted",,,0,0,,"sc/player_icons.sc","player_icon_chester_enchanted",3084,,,,750,19,,,,"JesterWoodspirit",,,,,,
"player_icon_cordelius1",,,0,0,,"sc/player_icons.sc","player_icon_cordelius1",2066,,,,,,,,,,,,,,,
"player_icon_doug1",,,0,0,,"sc/player_icons.sc","player_icon_doug1",2066,,,,,,,,,,,,,,,
"hero69",,,0,0,"Duelist","sc/player_icons.sc","player_icon_cordelius",719,,,,,,,,,,,,,,,
"hero70",,,0,0,"Reviver","sc/player_icons.sc","player_icon_doug",412,,,,,,,,,,,,,,,
"player_icon_colt_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_colt_overcharge",6001,,,,,,,true,,,,,,"Gunslinger",,
"player_icon_bull_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_bull_overcharge",6002,,,,,,,true,,,,,,"BullDude",,
"player_icon_jacky_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_jacky_overcharge",6003,,,,,,,true,,,,,,"Driller",,
"player_icon_shelly_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_shelly_overcharge",6004,,,,,,,true,,,,,,"ShotgunGirl",,
"player_icon_spike_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_spike_overcharge",6005,,,,,,,true,,,,,,"Cactus",,
"rank29",,,0,0,,"sc/player_icons.sc","player_icon_maisie_wasteland",1028,,,,,,,,,"MaisieWasteland",true,,,,,
"player_icon_hank_wasteland",,,0,0,,"sc/player_icons.sc","player_icon_hank_wasteland",3083,,,,,,,,,"FishTankWasteland",true,,,,,
"player_icon_willow_wasteland",,,0,0,,"sc/player_icons.sc","player_icon_willow_wasteland",3084,,,,750,19,,,,"PuppeteerWasteland",,,,,,
"player_icon_cordelius_wasteland",,,0,0,,"sc/player_icons.sc","player_icon_cordelius_wasteland",3085,,,,,,,,,"DuelistWasteland",true,,,,,
"player_icon_stu_university",,,0,0,,"sc/player_icons.sc","player_icon_stu_university",3086,,,,,,,,,"RollerUniversity",true,,,,,
"player_icon_rosa_university",,,0,0,,"sc/player_icons.sc","player_icon_rosa_university",3087,,,,,,,,,"RosaUniversity",true,,,,,
"player_icon_squeak_university",,,0,0,,"sc/player_icons.sc","player_icon_squeak_university",3088,,,,,,,,,"StickyBombUniversity",true,,,,,
"player_icon_janet_moon",,,0,0,,"sc/player_icons.sc","player_icon_janet_moon",3089,,,,,,,,,"JetpackGirlMoon",true,,,,,
"player_icon_mandy_harvest",,,0,0,,"sc/player_icons.sc","player_icon_mandy_harvest",3090,,,,,,,,,"Beamerharvest",true,,,,,
"player_icon_edgar_mecha",,,0,0,,"sc/player_icons.sc","player_icon_edgar_mecha",3090,,,,,,,,,"EnragerMecha",true,,,,,
"player_icon_bp_wasteland",,,0,0,,"sc/player_icons.sc","player_icon_bp_wasteland",3091,,,,,,,,,,,,,,,
"player_icon_pearl1",,,0,0,,"sc/player_icons.sc","player_icon_pearl1",2066,,,,,,,,,,,,,,,
"player_icon_chuck1",,,0,0,,"sc/player_icons.sc","player_icon_chuck1",2067,,,,,,,,,,,,,,,
"player_icon_pearl_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_pearl_overcharge",6006,,,,,,,true,,,,,,"Cooker",,
"player_icon_brawloween1",,,0,0,,"sc/player_icons.sc","player_icon_brawloween1",3092,,,,750,19,,,,,,,"BRAWLOWEEN",,,
"player_icon_brawloween2",,,0,0,,"sc/player_icons.sc","player_icon_brawloween2",3093,,,,750,19,,,,,,,"BRAWLOWEEN",,,
"player_icon_brawloween3",,,0,0,,"sc/player_icons.sc","player_icon_brawloween3",3094,,,,750,19,,,,,,,"BRAWLOWEEN",,,
"player_icon_brawloween4",,,0,0,,"sc/player_icons.sc","player_icon_brawloween4",3095,,,,750,19,,,,,,,"BRAWLOWEEN",,,
"player_icon_brawloween5",,,0,0,,"sc/player_icons.sc","player_icon_brawloween5",3096,,,,750,19,,,,,,,"BRAWLOWEEN",,,
"player_icon_classof2023",,,0,0,,"sc/player_icons.sc","player_icon_classof2023",3097,,,,750,19,,,,,,,"UNIVERSITY",,,
"player_icon_university",,,0,0,,"sc/player_icons.sc","player_icon_university",3098,,,,750,19,,,,,,,"UNIVERSITY",,,
"player_icon_esports2023_badge",,,0,0,,"sc/player_icons.sc","player_icon_esports2023_badge",3099,,,,,,,,,,,,,,,
"player_icon_mecha_edgar_event",,,0,0,,"sc/player_icons.sc","player_icon_mecha_edgar_event",3100,,,,750,19,,,,,,,"MECHA",,,
"player_icon_academy",,,0,0,,"sc/player_icons.sc","player_icon_academy",3101,,,,750,19,,,,,,,"UNIVERSITY",,,
"hero71",,,0,0,"Cooker","sc/player_icons.sc","player_icon_pearl",413,,,,,,,,,,,,,,,
"hero72",,,0,0,"Conductor","sc/player_icons.sc","player_icon_chuck",720,,,,,,,,,,,,,,,
"player_icon_esports_fut",,,0,0,,"sc/player_icons.sc","player_icon_esports_fut",5011,,,,,19,,,,,,,"WF_2020",,,
"player_icon_esports_luminosity",,,0,0,,"sc/player_icons.sc","player_icon_esports_luminosity",5012,,,,,19,,,,,,,"WF_2020",,,
"player_icon_colette_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_colette_overcharge",6007,,,,,,,true,,,,,,"Percenter",,
"player_icon_rosa_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_rosa_overcharge",6008,,,,,,,true,,,,,,"Rosa",,
"player_icon_lou_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_lou_overcharge",6009,,,,,,,true,,,,,,"IceDude",,
"player_icon_maisie_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_maisie_overcharge",6010,,,,,,,true,,,,,,"Maisie",,
"player_icon_jessie_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_jessie_overcharge",6011,,,,,,,true,,,,,,"Mechanic",,
"player_icon_charly_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_charly_overcharge",6012,,,,,,,true,,,,,,"Cocooner",,
"player_icon_supercell_logo",,,0,0,,"sc/player_icons.sc","player_icon_supercell_logo",3102,,,,,,,true,,,,,,,,
"player_icon_bp_circus",,,0,0,,"sc/player_icons.sc","player_icon_bp_circus",3103,,,,,,,,,,,,,,,
"player_icon_hindu",,,0,0,,"sc/player_icons.sc","player_icon_hindu",3104,,,,750,19,,,,,,,"HINDU",,,
"player_icon_cctv",,,0,0,,"sc/player_icons.sc","player_icon_cctv",3105,,,,750,19,,,,,,,"STARRPARK",,,
"hero73",,,0,0,"Cocooner","sc/player_icons.sc","player_icon_charlie",414,,,,,,,,,,,,,,,
"player_icon_charlie1",,,0,0,,"sc/player_icons.sc","player_icon_charlie1",2068,,,,,,,,,,,,,,,
"player_icon_mortis_retro",,,0,0,,"sc/player_icons.sc","player_icon_mortis_retro",3106,,,,,,,,,"UndertakerGreaser",true,,,,,
"player_icon_brock_retro",,,0,0,,"sc/player_icons.sc","player_icon_brock_retro",3107,,,,,,,,,"RocketGirlHotrod",true,,,,,
"player_icon_barley_retro",,,0,0,,"sc/player_icons.sc","player_icon_barley_retro",3108,,,,,,,,,"BarkeepMs",true,,,,,
"player_icon_rebel_lola",,,0,0,,"sc/player_icons.sc","player_icon_rebel_lola",3109,,,,,,,,,"DuplicatorCholaChroma",true,,,,,
"player_icon_nita_circus",,,0,0,,"sc/player_icons.sc","player_icon_nita_circus",3110,,,,,,,,,"ShamanDarkcircus",true,,,,,
"player_icon_byron_circus",,,0,0,,"sc/player_icons.sc","player_icon_byron_circus",3111,,,,,,,,,"SnakeOilDarkcircus",true,,,,,
"rank30",,,0,0,,"sc/player_icons.sc","player_icon_lola_circus",1029,,,,,,,,,"DuplicatorDarkcircus",true,,,,,
"player_icon_frank_hindu",,,0,0,,"sc/player_icons.sc","player_icon_frank_hindu",3112,,,,,,,,,"HammerDudeHindu",true,,,,,
"player_icon_grom_hindu",,,0,0,,"sc/player_icons.sc","player_icon_grom_hindu",3113,,,,,,,,,"CrossBomberHindu",true,,,,,
"player_icon_bo_hindu",,,0,0,,"sc/player_icons.sc","player_icon_bo_hindu",3114,,,,,,,,,"BowDudeHinduChroma",true,,,,,
"player_icon_leon_wolf",,,0,0,,"sc/player_icons.sc","player_icon_leon_wolf",3115,,,,,,,,,"NinjaBrawloween",true,,,,,
"player_icon_shelly_witch",,,0,0,,"sc/player_icons.sc","player_icon_shelly_witch",3116,,,,,,,,,"ShotgunGirlBrawloween",true,,,,,
"player_icon_fang_pumpkin",,,0,0,,"sc/player_icons.sc","player_icon_fang_pumpkin",3117,,,,,,,,,"KickerDudeMake",true,,,,,
"player_icon_mike_robo",,,0,0,,"sc/player_icons.sc","player_icon_mike_robo",3118,,,,,,,,,"TntDudeMecha",true,,,,,
"player_icon_pam_queen",,,0,0,,"sc/player_icons.sc","player_icon_pam_queen",3119,,,,,,,,,"MinigunDudeQueen",true,,,,,
"player_icon_mortis_hockey",,,0,0,,"sc/player_icons.sc","player_icon_mortis_hockey",3120,,,,,,,,,"UndertakerUndertakerHockey",true,,,,,
"player_icon_razer",,,0,0,,"sc/player_icons.sc","player_icon_razer",3121,,,,,,,true,,,,,,,,
"player_icon_retropolis",,,0,0,,"sc/player_icons.sc","player_icon_retropolis",3122,,,,750,19,,,,,,,"RETRO",,,
"player_icon_mike_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_mike_overcharge",6013,,,,,,,true,,,,,,"TntDude",,
"player_icon_edgar_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_edgar_overcharge",6014,,,,,,,true,,,,,,"Enrager",,
"player_icon_crow_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_crow_overcharge",6015,,,,,,,true,,,,,,"Crow",,
"player_icon_fang_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_fang_overcharge",6016,,,,,,,true,,,,,,"KickerDude",,
"player_icon_leon_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_leon_overcharge",6017,,,,,,,true,,,,,,"Ninja",,
"player_icon_mico_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_mico_overcharge",6018,,,,,,,true,,,,,,"Leaper",,
"player_icon_anniversary5",,true,0,0,,"sc/player_icons.sc","player_icon_anniversary5",3123,,,,,,,,,,,,,,,
"player_icon_holiday_chroma",,,0,0,,"sc/player_icons.sc","player_icon_holiday_chroma",3124,,,,,,,,,,,,,,,
"player_icon_bp_cartoon",,,0,0,,"sc/player_icons.sc","player_icon_bp_cartoon",3125,,,,,,,,,,,,,,,
"player_icon_bp_dragon",,,0,0,,"sc/player_icons.sc","player_icon_bp_dragon",3126,,,,,,,,,,,,,,,
"player_icon_8bit_virus",,,0,0,,"sc/player_icons.sc","player_icon_8bit_virus",3127,,,,,,,,,"ArcadeVirusChroma",true,,,,,
"player_icon_colette_cartoon",,,0,0,,"sc/player_icons.sc","player_icon_colette_cartoon",3128,,,,,,,,,"Percenteranime",true,,,,,
"player_icon_fang_lny",,,0,0,,"sc/player_icons.sc","player_icon_fang_lny",3129,,,,,,,,,"KickerDudeFuriousChroma",true,,,,,
"player_icon_frank_royale",,,0,0,,"sc/player_icons.sc","player_icon_frank_royale",3130,,,,,,,,,"HammerDudeClashKingChromaBlue",true,,,,,
"player_icon_kit_lny",,,0,0,,"sc/player_icons.sc","player_icon_kit_lny",3131,,,,,,,,,"AttacherBoxer",true,,,,,
"player_icon_miko_darkmas",,,0,0,,"sc/player_icons.sc","player_icon_miko_darkmas",3132,,,,,,,,,"LeaperDarkXmas",true,,,,,
"player_icon_miko_lny",,,0,0,,"sc/player_icons.sc","player_icon_miko_lny",3133,,,,,,,,,"Leaperwukong",true,,,,,
"player_icon_otis_wf",,,0,0,,"sc/player_icons.sc","player_icon_otis_wf",3134,,,,,,,,,"SilencerWorldfinals",true,,,,,
"player_icon_piper_carnaval",,,0,0,,"sc/player_icons.sc","player_icon_piper_carnaval",3135,,,,,,,,,"SniperCarnival",true,,,,,
"player_icon_poco_origins",,,0,0,,"sc/player_icons.sc","player_icon_poco_origins",3136,,,,,,,,,"DeadMariachiorigins",true,,,,,
"player_icon_primo_superb",,,0,0,,"sc/player_icons.sc","player_icon_primo_superb",3137,,,,,,,,,"LuchadorSuperbowl",true,,,,,
"rank31",,,0,0,,"sc/player_icons.sc","player_icon_rico_cartoon",1030,,,,,,,,,"TrickshotDudeDevil",true,,,,,
"player_icon_spike_cartoon",,,0,0,,"sc/player_icons.sc","player_icon_spike_cartoon",3138,,,,,,,,,"Cactuscartoon",true,,,,,
"player_icon_stu_xmas",,,0,0,,"sc/player_icons.sc","player_icon_stu_xmas",3139,,,,,,,,,"RollerChristmas",true,,,,,
"player_icon_miko1",,,0,0,,"sc/player_icons.sc","player_icon_miko1",2069,,,,,,,,,,,,,,,
"player_icon_kit1",,,0,0,,"sc/player_icons.sc","player_icon_kit1",2070,,,,,,,,,,,,,,,
"player_icon_twins1",,,0,0,,"sc/player_icons.sc","player_icon_twins1",2071,,,,,,,,,,,,,,,
"player_icon_thank_you",,,0,0,,"sc/player_icons.sc","player_icon_thank_you",3138,,,,750,19,,,,,,,"MISC",,,
"hero74",,,0,0,"Leaper","sc/player_icons.sc","player_icon_mico",721,,,,,,,,,,,,,,,
"hero75",,,0,0,"Attacher","sc/player_icons.sc","player_icon_kit",722,,,,,,,,,,,,,,,
"player_icon_ash_pizza",,,0,0,,"sc/player_icons.sc","player_icon_ash_pizza",3139,,,,,,,,,"KnightPizza",true,,,,,
"player_icon_emz_fan",,,0,0,,"sc/player_icons.sc","player_icon_emz_fan",3140,,,,,,,,,"MummyGiftShop",true,,,,,
"player_icon_dynamike_spicy",,,0,0,,"sc/player_icons.sc","player_icon_dynamike_spicy",3141,,,,,,,,,"TntGuyChef",true,,,,,
"player_icon_colt_make",,,0,0,,"sc/player_icons.sc","player_icon_colt_make",3142,,,,,,,,,"GunslingerDarkAngel",true,,,,,
"hero76",,,0,0,"Twins","sc/player_icons.sc","player_icon_twins",723,,,,,,,,,,,,,,,
"player_icon_frank_royale_red",,,0,0,,"sc/player_icons.sc","player_icon_frank_royale_red",3143,,,,,,,,,"HammerDudeClashKingChromaRed",true,,,,,
"player_icon_8bit_virus_og",,,0,0,,"sc/player_icons.sc","player_icon_8bit_virus_og",3144,,,,,,,,,"ArcadeVirus",true,,,,,
"player_icon_belle_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_belle_overcharge",6019,,,,,,,true,,,,,,"ElectroSniper",,
"player_icon_bibi_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_bibi_overcharge",6020,,,,,,,true,,,,,,"Baseball",,
"player_icon_buzz_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_buzz_overcharge",6021,,,,,,,true,,,,,,"RopeDude",,
"player_icon_cordelius_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_cordelius_overcharge",6022,,,,,,,true,,,,,,"Duelist",,
"player_icon_primo_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_primo_overcharge",6023,,,,,,,true,,,,,,"Luchador",,
"player_icon_sprout_overcharge",,,0,0,,"sc/player_icons.sc","player_icon_sprout_overcharge",6024,,,,,,,true,,,,,,"Wally",,
"player_icon_bp_sandsoftime",,,0,0,,"sc/player_icons.sc","player_icon_bp_sandsoftime",3145,,,,,,,,,,,,,,,
"player_icon_bp_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_bp_ragnarok",3146,,,,,,,,,,,,,,,
"player_icon_fame_earth",,,0,0,,"sc/player_icons.sc","player_icon_fame_earth",7001,,,,,,,,,,,,,,,"Global2"
"player_icon_fame_moon",,,0,0,,"sc/player_icons.sc","player_icon_fame_moon",7002,,,,,,,,,,,,,,,"Lunar2"
"player_icon_fame_mars",,,0,0,,"sc/player_icons.sc","player_icon_fame_mars",7003,,,,,,,,,,,,,,,"Martial2"
"player_icon_fame_saturn",,,0,0,,"sc/player_icons.sc","player_icon_fame_saturn",7004,,,,,,,,,,,,,,,"Saturnal2"
"player_icon_fame_sun",,,0,0,,"sc/player_icons.sc","player_icon_fame_sun",7005,,,,,,,,,,,,,,,"Solar2"
"player_icon_fame_meteor",,,0,0,,"sc/player_icons.sc","player_icon_fame_meteor",7006,,,,,,,,,,,,,,,"Meteor2"
"player_icon_ranked_sandsoftime",,,0,0,,"sc/player_icons.sc","player_icon_ranked_sandsoftime",1031,,,,,,,,,,,,,,,
"player_icon_ranked_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_ranked_ragnarok",1032,,,,,,,,,,,,,,,
"player_icon_crow_mecha",,,0,0,,"sc/player_icons.sc","player_icon_crow_mecha",3147,,,,,,,,,"CrowMecha",true,,,,,
"player_icon_angelo1",,,0,0,,"sc/player_icons.sc","player_icon_angelo1",2072,,,,,,,,,,,,,,,
"player_icon_melody1",,,0,0,,"sc/player_icons.sc","player_icon_melody1",2073,,,,,,,,,,,,,,,
"player_icon_bibi_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_bibi_ragnarok",3148,,,,,,,,,"BaseballThor",true,,,,,
"player_icon_brock_line",,,0,0,,"sc/player_icons.sc","player_icon_brock_line",3149,,,,,,,,,"RocketGirlBrown",true,,,,,
"player_icon_chester_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_chester_ragnarok",3150,,,,,,,,,"JesterLoki",true,,,,,
"player_icon_chuck_sands",,,0,0,,"sc/player_icons.sc","player_icon_chuck_sands",3151,,,,,,,,,"ConductorScorpion",true,,,,,
"player_icon_cordelius_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_cordelius_ragnarok",3152,,,,,,,,,"DuelistOdin",true,,,,,
"player_icon_dynamike_sands",,,0,0,,"sc/player_icons.sc","player_icon_dynamike_sands",3153,,,,,,,,,"TntDudeDynastic",true,,,,,
"player_icon_edgar_sands",,,0,0,,"sc/player_icons.sc","player_icon_edgar_sands",3154,,,,,,,,,"EnragerThief",true,,,,,
"player_icon_fang_baseball",,,0,0,,"sc/player_icons.sc","player_icon_fang_baseball",3155,,,,,,,,,"KickerDudeBaseballRed",true,,,,,
"player_icon_jessie_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_jessie_ragnarok",3156,,,,,,,,,"MechanicSkadi",true,,,,,
"player_icon_shelly_sands",,,0,0,,"sc/player_icons.sc","player_icon_shelly_sands",3157,,,,,,,,,"ShotgunGirlDancer",true,,,,,
"player_icon_spike_poop",,,0,0,,"sc/player_icons.sc","player_icon_spike_poop",3158,,,,,,,,,"CactusPoop",true,,,,,
"player_icon_buzz_ragnarok",,,0,0,,"sc/player_icons.sc","player_icon_buzz_ragnarok",3159,,,,,,,,,"RopeDudeFenrir",true,,,,,
"player_icon_colt_mecha",,,0,0,,"sc/player_icons.sc","player_icon_colt_mecha",3160,,,,,,,,,"GunslingerMecha",true,,,,,
"player_icon_fang_baseball_chroma",,,0,0,,"sc/player_icons.sc","player_icon_fang_baseball_chroma",3161,,,,,,,,,"KickerDudeBaseballBlue",true,,,,,
"player_icon_leon_mecha",,,0,0,,"sc/player_icons.sc","player_icon_leon_mecha",3162,,,,,,,,,"NinjaMecha",true,,,,,
"player_icon_surge_sands",,,0,0,,"sc/player_icons.sc","player_icon_surge_sands",3163,,,,,,,,,"PowerLevelerGenie",true,,,,,
"player_icon_spike_robo",,,0,0,,"sc/player_icons.sc","player_icon_spike_robo",3164,,,,,,,,,"Cactusmecha",true,,,,,
"player_icon_sprout_lunar",,,0,0,,"sc/player_icons.sc","player_icon_sprout_lunar",3165,,,,,,,,,"WallyMoon",true,,,,,
"player_icon_primo_shark",,,0,0,,"sc/player_icons.sc","player_icon_primo_shark",3166,,,,,,,,,"LuchadorBabyShark",true,,,,,
"player_icon_piper_lunar",,,0,0,,"sc/player_icons.sc","player_icon_piper_lunar",3167,,,,,,,,,"SniperMoon",true,,,,,
"hero77",,,0,0,"AxeJuggler","sc/player_icons.sc","player_icon_melody",724,,,,,,,,,,,,,,,
